"","Gene","Gene.name","Tissue","TPM","pTPM","nTPM"
"347","ENSG00000000005","TNMD","kidney",0.8,0.9,0.9
"348","ENSG00000000005","TNMD","Kolliker-Fuse nucleus",0.1,0.2,0
"349","ENSG00000000005","TNMD","lateral amygdala",0.1,0.2,0.1
"350","ENSG00000000005","TNMD","lateral funiculus (white matter)",0.1,0.1,0
"351","ENSG00000000005","TNMD","lateral geniculate body",0.2,0.3,0.2
"352","ENSG00000000005","TNMD","lateral hypothalamic area",0.2,0.3,0.1
"353","ENSG00000000005","TNMD","lateral lemniscal nuclei",0.1,0.2,0
"354","ENSG00000000005","TNMD","lateral medullary reticular nucleus",0.2,0.2,0.1
"355","ENSG00000000005","TNMD","lateral parabrachial nucleus",0.3,0.5,0.2
"356","ENSG00000000005","TNMD","lateral thalamic nuclei",0.2,0.2,0.1
"357","ENSG00000000005","TNMD","lateral vestibular nucleus",0.1,0.1,0
"358","ENSG00000000005","TNMD","lingual gyrus",0.2,0.3,0.1
"359","ENSG00000000005","TNMD","liver",0,0,0
"360","ENSG00000000005","TNMD","locus coeruleus",0.5,0.7,0.2
"361","ENSG00000000005","TNMD","lung",0.1,0.1,0.1
"362","ENSG00000000005","TNMD","lymph node",0.1,0.1,0.1
"363","ENSG00000000005","TNMD","mamillary body",0.3,0.4,0.1
"364","ENSG00000000005","TNMD","medial dorsal thalamic nucleus",0.2,0.2,0.1
"365","ENSG00000000005","TNMD","medial geniculate body",0.3,0.4,0.2
"366","ENSG00000000005","TNMD","medial olivary nucleus",0.2,0.4,0.1
"367","ENSG00000000005","TNMD","medial parabrachial nucleus",0.2,0.3,0.1
"368","ENSG00000000005","TNMD","medial periolivary nuclei",0.1,0.2,0
"369","ENSG00000000005","TNMD","medial vestibular nucleus",0.2,0.3,0.1
"370","ENSG00000000005","TNMD","median raphe nucleus",0.8,1.2,0.5
"371","ENSG00000000005","TNMD","middle cingulate cortex",0.1,0.2,0.1
"372","ENSG00000000005","TNMD","middle frontal gyrus",0,0.1,0
"373","ENSG00000000005","TNMD","middle temporal gyrus",0.2,0.4,0.1
"374","ENSG00000000005","TNMD","motor facial nucleus",0.2,0.2,0.1
"375","ENSG00000000005","TNMD","motor hypoglossal nucleus",0.2,0.4,0.1
"376","ENSG00000000005","TNMD","motor trigeminal nucleus",0.2,0.3,0.1
"377","ENSG00000000005","TNMD","nuclei of the trapezoid body",0.2,0.3,0.1
"378","ENSG00000000005","TNMD","nucleus accumbens",0.2,0.3,0.1
"379","ENSG00000000005","TNMD","nucleus ambiguus",0.3,0.4,0.1
"380","ENSG00000000005","TNMD","nucleus basalis of Meynert",0.2,0.3,0.1
"381","ENSG00000000005","TNMD","nucleus cuneatus",0.2,0.3,0.1
"382","ENSG00000000005","TNMD","nucleus gracilis",0.2,0.3,0.1
"383","ENSG00000000005","TNMD","nucleus of the diagonal band",0.3,0.5,0.1
"384","ENSG00000000005","TNMD","nucleus raphe magnus",0.2,0.3,0.1
"385","ENSG00000000005","TNMD","nucleus raphe obscurus",0.2,0.4,0.1
"386","ENSG00000000005","TNMD","nucleus raphe pallidus",0.3,0.4,0.1
"387","ENSG00000000005","TNMD","nucleus reuniens",0.3,0.4,0.2
"388","ENSG00000000005","TNMD","nucleus rhomboideus",0.2,0.3,0.2
"389","ENSG00000000005","TNMD","nucleus tractus solitarii",1.1,1.6,0.5
"390","ENSG00000000005","TNMD","occipital cortex",0.2,0.2,0.1
"391","ENSG00000000005","TNMD","occipital cortex (white matter)",0.2,0.3,0.2
"392","ENSG00000000005","TNMD","olfactory area",0.2,0.3,0.1
"393","ENSG00000000005","TNMD","olfactory tubercle",0.2,0.4,0.1
"394","ENSG00000000005","TNMD","orbitofrontal gyrus, anterior",0,0,0
"395","ENSG00000000005","TNMD","orbitofrontal gyrus, lateral",0,0,0
"396","ENSG00000000005","TNMD","orbitofrontal gyrus, medial",0,0,0.1
"397","ENSG00000000005","TNMD","orbitofrontal gyrus, posterior",0,0,0
"398","ENSG00000000005","TNMD","ovary",2.4,3,2.1
"399","ENSG00000000005","TNMD","pancreas",0,0,0.1
"400","ENSG00000000005","TNMD","paracentral lobule, anterior",0.2,0.3,0.1
"401","ENSG00000000005","TNMD","paracentral lobule, posterior",0.1,0.1,0
"402","ENSG00000000005","TNMD","parahippocampal cortex",0.3,0.4,0.2
"403","ENSG00000000005","TNMD","parahippocampal cortex (white matter)",0.1,0.2,0
"404","ENSG00000000005","TNMD","paramedian reticular nucleus",0.3,0.4,0.1
"405","ENSG00000000005","TNMD","parathyroid gland",0,0.1,0
"406","ENSG00000000005","TNMD","paraventricular nucleus",0.3,0.4,0.2
"407","ENSG00000000005","TNMD","parietal cortex",0,0,0
"408","ENSG00000000005","TNMD","parietal operculum",0.2,0.2,0.1
"409","ENSG00000000005","TNMD","parieto-insular cortex",0.1,0.2,0.1
"410","ENSG00000000005","TNMD","parieto-occipital transitional area",0.1,0.2,0.1
"411","ENSG00000000005","TNMD","parieto-temporal junction (white matter)",0.2,0.3,0.1
"412","ENSG00000000005","TNMD","parvicellular reticular nuclei",0.1,0.2,0
"413","ENSG00000000005","TNMD","parvicellular reticular nuclei, medullary",0.3,0.4,0.1
"414","ENSG00000000005","TNMD","pedunculopontine tegmental nucleus",0.3,0.4,0.1
"415","ENSG00000000005","TNMD","periaquaductal grey, anterior",0.2,0.3,0.1
"416","ENSG00000000005","TNMD","periaquaductal grey, dorsal",0.3,0.4,0.1
"417","ENSG00000000005","TNMD","periaquaductal grey, lateral",0.3,0.4,0.1
"418","ENSG00000000005","TNMD","perirhinal gyrus",0.2,0.3,0.1
"419","ENSG00000000005","TNMD","peritrigeminal nucleus",0.3,0.4,0.1
"420","ENSG00000000005","TNMD","piriform cortex",0.2,0.4,0.1
"421","ENSG00000000005","TNMD","placenta",3.5,4.2,2.4
"422","ENSG00000000005","TNMD","pontine nuclei",0.2,0.3,0.1
"423","ENSG00000000005","TNMD","pontine raphe nucleus",0.3,0.4,0.1
"424","ENSG00000000005","TNMD","postcentral gyrus",0,0,0.1
"425","ENSG00000000005","TNMD","postcentral gyrus, dorsal",0.2,0.3,0.1
"426","ENSG00000000005","TNMD","postcentral gyrus, middle",0.1,0.2,0
"427","ENSG00000000005","TNMD","postcentral gyrus, ventral",0,0.1,0
"428","ENSG00000000005","TNMD","posterior cingulate cortex",0.2,0.2,0.1
"429","ENSG00000000005","TNMD","posterior cingulate cortex, dorsal",0.2,0.2,0.1
"430","ENSG00000000005","TNMD","posterior cingulate cortex, ventral",0.1,0.2,0.1
"431","ENSG00000000005","TNMD","posterior insular cortex",0.2,0.3,0.1
"432","ENSG00000000005","TNMD","posterior thalamic nucleus",0.2,0.3,0.1
"433","ENSG00000000005","TNMD","posteroventral cochlear nucleus",0.2,0.3,0.1
"434","ENSG00000000005","TNMD","precentral gyrus",0,0,0
"435","ENSG00000000005","TNMD","precentral gyrus, dorsal",0.1,0.2,0.1
"436","ENSG00000000005","TNMD","precentral gyrus, middle",0.2,0.2,0.1
"437","ENSG00000000005","TNMD","precentral gyrus, ventral",0.2,0.2,0.1
"438","ENSG00000000005","TNMD","precuneus",0.1,0.2,0.1
"439","ENSG00000000005","TNMD","premotor cortex, dorsal",0.2,0.2,0.1
"440","ENSG00000000005","TNMD","premotor cortex, ventral",0.1,0.2,0.1
"441","ENSG00000000005","TNMD","preoptic area",0.5,0.7,0.2
"442","ENSG00000000005","TNMD","prepositus hypoglossal nucleus",0.3,0.4,0.2
"443","ENSG00000000005","TNMD","pretectal area",0.2,0.3,0.1
"444","ENSG00000000005","TNMD","principal sensory trigeminal nucleus",0.2,0.3,0.1
"445","ENSG00000000005","TNMD","prostate",2.1,2.6,1.3
"446","ENSG00000000005","TNMD","pulvinar",0.1,0.2,0.1
"447","ENSG00000000005","TNMD","putamen",0.2,0.3,0.1
"448","ENSG00000000005","TNMD","rectum",0.6,0.7,0.5
"449","ENSG00000000005","TNMD","red nucleus",0.1,0.2,0
"450","ENSG00000000005","TNMD","reticular pontine nucleus, caudal",0.1,0.2,0.1
"451","ENSG00000000005","TNMD","reticular pontine nucleus, oral",0.2,0.3,0.1
"452","ENSG00000000005","TNMD","reticulotegmental nucleus",0.1,0.2,0
"453","ENSG00000000005","TNMD","retrosplenial cortex",0.2,0.2,0.1
"454","ENSG00000000005","TNMD","salivary gland",0.1,0.3,0.5
"455","ENSG00000000005","TNMD","seminal vesicle",37.4,43.8,26.3
"456","ENSG00000000005","TNMD","septal nuclei",0.4,0.6,0.1
"457","ENSG00000000005","TNMD","skeletal muscle",0,0,0.2
"458","ENSG00000000005","TNMD","skin",0.3,0.4,0.2
"459","ENSG00000000005","TNMD","small intestine",0.1,0.2,0.1
"460","ENSG00000000005","TNMD","smooth muscle",1,1.2,0.7
"461","ENSG00000000005","TNMD","somatomor cortex, precentral gyrus (white matter)",0,0,0
"462","ENSG00000000005","TNMD","somatosensory cortex, postcentral gyrus, ventral (white matter)",0.1,0.2,0.1
"463","ENSG00000000005","TNMD","spinal trigeminal nucleus, caudal",0.3,0.4,0.1
"464","ENSG00000000005","TNMD","spinal trigeminal nucleus, interpolar",0.2,0.3,0.1
"465","ENSG00000000005","TNMD","spinal trigeminal nucleus, oral",0.2,0.3,0.1
"466","ENSG00000000005","TNMD","spinal vestibular nucleus",0.2,0.3,0.1
"467","ENSG00000000005","TNMD","spleen",0.2,0.3,0.2
"468","ENSG00000000005","TNMD","stomach",0,0.1,0.1
"469","ENSG00000000005","TNMD","stria terminalis, bed nucleus",0.4,0.7,0.2
"470","ENSG00000000005","TNMD","subcallosal gyrus",0,0,0
"471","ENSG00000000005","TNMD","subcentral gyrus, S2",0.2,0.3,0.1
"472","ENSG00000000005","TNMD","subcoeruleus area",0.2,0.2,0
"473","ENSG00000000005","TNMD","subiculum",0.3,0.5,0.2
"474","ENSG00000000005","TNMD","substantia nigra",0.8,1.1,0.5
"475","ENSG00000000005","TNMD","subthalamic nucleus",0.4,0.6,0.3
"476","ENSG00000000005","TNMD","superior colliculus",0.6,0.9,0.3
"477","ENSG00000000005","TNMD","superior frontal gyrus",0.1,0.1,0.1
"478","ENSG00000000005","TNMD","superior olive",0.1,0.2,0
"479","ENSG00000000005","TNMD","superior parietal lobule",0.1,0.2,0.1
"480","ENSG00000000005","TNMD","superior temporal gyrus",0.1,0.2,0
"481","ENSG00000000005","TNMD","superior vestibular nucleus",0.4,0.6,0.2
"482","ENSG00000000005","TNMD","supplementary motor cortex",0.1,0.2,0.1
"483","ENSG00000000005","TNMD","suprachiasmatic nucleus",0.5,0.7,0.2
"484","ENSG00000000005","TNMD","supramarginal gyrus",0.2,0.3,0.1
"485","ENSG00000000005","TNMD","supraoptic nucleus",0.2,0.3,0.1
"486","ENSG00000000005","TNMD","temporal cortex",0,0.1,0
"487","ENSG00000000005","TNMD","temporal cortex (white matter)",0.2,0.3,0
"488","ENSG00000000005","TNMD","temporal pole",0.2,0.4,0.1
"489","ENSG00000000005","TNMD","temporal white matter",0.1,0.2,0
"490","ENSG00000000005","TNMD","temporo-insular cortex, parainsular gyrus",0.1,0.2,0.1
"491","ENSG00000000005","TNMD","temporo-occipital transitional zone",0.1,0.2,0.1
"492","ENSG00000000005","TNMD","testis",0.3,0.4,0.1
"493","ENSG00000000005","TNMD","thymus",0.5,0.6,0.4
"494","ENSG00000000005","TNMD","thyroid gland",0.1,0.1,0
"495","ENSG00000000005","TNMD","tongue",2.6,2.8,5.8
"496","ENSG00000000005","TNMD","tonsil",0.1,0.1,0.1
"497","ENSG00000000005","TNMD","transversal temporal gyrus, anterior",0.2,0.3,0.1
"498","ENSG00000000005","TNMD","transversal temporal gyrus, posterior",0.2,0.3,0.1
"499","ENSG00000000005","TNMD","urinary bladder",0.1,0.2,0.1
"500","ENSG00000000005","TNMD","ventral medullary reticular nucleus",0.4,0.6,0.2
"501","ENSG00000000005","TNMD","ventral periolivary nuclei",0.2,0.2,0.1
"502","ENSG00000000005","TNMD","ventral posterolateral thalamic nucleus",0.3,0.4,0.2
"503","ENSG00000000005","TNMD","ventral posteromedial thalamic nucleus",0.2,0.3,0.1
"504","ENSG00000000005","TNMD","ventral tegmental area",0.5,0.8,0.2
"505","ENSG00000000005","TNMD","ventral thalamic nuclei",0.2,0.2,0.2
"506","ENSG00000000005","TNMD","ventrolateral medulla, A1/C1 cell groups",0.2,0.4,0.1
"507","ENSG00000000005","TNMD","ventrolateral prefrontal cortex",0,0,0.1
"508","ENSG00000000005","TNMD","ventrolateral tegmental area, A5 NE cell group",0.1,0.2,0
"509","ENSG00000000005","TNMD","ventromedial nucleus",0.7,1,0.3
"510","ENSG00000000005","TNMD","ventromedial prefrontal cortex",0.1,0.2,0.2
"511","ENSG00000000005","TNMD","vermis",0,0,0
"512","ENSG00000000005","TNMD","zona incerta",0.2,0.3,0.1
"513","ENSG00000000419","DPM1","adipose tissue",45.7,54.3,41.3
"514","ENSG00000000419","DPM1","adrenal gland",69.2,83.1,53.9
"515","ENSG00000000419","DPM1","amygdala",12.2,16.7,25.6
"516","ENSG00000000419","DPM1","angular gyrus",13.3,19.1,25.7
"517","ENSG00000000419","DPM1","angular gyrus (white matter)",23.9,38.2,26.8
"518","ENSG00000000419","DPM1","anterior cingulate cortex, supragenual-dorsal",9.5,12.9,25.1
"519","ENSG00000000419","DPM1","anterior cingulate cortex, supragenual-ventral",8.5,11.6,25.4
"520","ENSG00000000419","DPM1","anterior cingulate gyrus, pregenual-dorsal",12.7,14.5,21.3
"521","ENSG00000000419","DPM1","anterior cingulate gyrus, pregenual-ventral",11.1,12.6,20.4
"522","ENSG00000000419","DPM1","anterior cingulate gyrus, subgenual",15.1,17.4,21.6
"523","ENSG00000000419","DPM1","anterior cochlear nucleus, ventral",11.2,15.9,24.4
"524","ENSG00000000419","DPM1","anterior funiculus (white matter)",12.7,18.7,26.4
"525","ENSG00000000419","DPM1","anterior insular cortex, dorsal",12,17.4,25.3
"526","ENSG00000000419","DPM1","anterior insular cortex, ventral",14.7,21.8,26.3
"527","ENSG00000000419","DPM1","anterior thalamic nucleus, ventral",13.2,18.4,24.9
"528","ENSG00000000419","DPM1","appendix",46,60.9,34.7
"529","ENSG00000000419","DPM1","arcuate nucleus",18,25.7,26
"530","ENSG00000000419","DPM1","area parastriata, inferior",10.4,14.4,25.5
"531","ENSG00000000419","DPM1","area parastriata, parietal",13.2,19,26.1
"532","ENSG00000000419","DPM1","area parastriata, superior",10.6,14.3,25.8
"533","ENSG00000000419","DPM1","area parastriata, temporal",13.4,19.1,25.8
"534","ENSG00000000419","DPM1","area postrema",10.3,14.8,23.5
"535","ENSG00000000419","DPM1","area striata",15.2,22.7,27.3
"536","ENSG00000000419","DPM1","area striata (white matter)",10.3,13.5,24.8
"537","ENSG00000000419","DPM1","basal amygdala",9.6,13.6,24.2
"538","ENSG00000000419","DPM1","bone marrow",36.2,49.4,59.9
"539","ENSG00000000419","DPM1","breast",52.4,63.1,43.1
"540","ENSG00000000419","DPM1","caudate nucleus",12.7,17.2,26.3
"541","ENSG00000000419","DPM1","central amygdala",9.7,13.5,23.7
"542","ENSG00000000419","DPM1","centromedial thalamic nucleus",18.4,26.5,25.5
"543","ENSG00000000419","DPM1","cerebellar cortex",15.1,23.3,26.7
"544","ENSG00000000419","DPM1","cerebellar nuclei",15.5,21.5,25.7
"545","ENSG00000000419","DPM1","cerebellar white matter",15.2,22.5,27
"546","ENSG00000000419","DPM1","cervical spinal cord, central gray",12.4,17.9,25.4
"547","ENSG00000000419","DPM1","cervical spinal cord, dorsal horn",11.3,16.1,26
"548","ENSG00000000419","DPM1","cervical spinal cord, ventral horn",10.1,13.9,25.7
"549","ENSG00000000419","DPM1","cervix",47,55.4,31.8
"550","ENSG00000000419","DPM1","choroid plexus",11.7,15.3,28.1
"551","ENSG00000000419","DPM1","claustrum",10.9,15.2,24.7
"552","ENSG00000000419","DPM1","colon",37.7,46.8,39
"553","ENSG00000000419","DPM1","corpus callosum, genu (white matter)",19.9,32.1,30
"554","ENSG00000000419","DPM1","corpus callosum, splenium (white matter)",13.3,20.8,26.5
"555","ENSG00000000419","DPM1","corticomedial amygdala",10.2,14.3,24.5
"556","ENSG00000000419","DPM1","cuneate nuclei",11.7,16.4,24
"557","ENSG00000000419","DPM1","cuneiform nucleus",13.5,18.8,24.1
"558","ENSG00000000419","DPM1","dentate gyrus",12.9,18.5,25.8
"559","ENSG00000000419","DPM1","dorsal cochlear nucleus",11.8,16.4,24.8
"560","ENSG00000000419","DPM1","dorsal funiculus (white matter)",10,14.8,26.5
"561","ENSG00000000419","DPM1","dorsal medullary reticular nucleus",14.6,21,24.6
"562","ENSG00000000419","DPM1","dorsal motor vagal complex",10.2,13.8,23.7
"563","ENSG00000000419","DPM1","dorsal raphe nucleus",14.2,20,24.7
"564","ENSG00000000419","DPM1","dorsal tegmental nucleus",13,20,24.9
"565","ENSG00000000419","DPM1","dorsolateral prefrontal cortex",15.1,17,28.6
"566","ENSG00000000419","DPM1","dorsolateral tegmental area",13.8,20,25.2
"567","ENSG00000000419","DPM1","dorsomedial nucleus",19.1,27.7,24.9
"568","ENSG00000000419","DPM1","dorsomedial prefrontal cortex",17.1,19.9,22.6
"569","ENSG00000000419","DPM1","duodenum",36.6,46.2,37.2
"570","ENSG00000000419","DPM1","endometrium",64.9,81.9,39.7
"571","ENSG00000000419","DPM1","entorhinal gyrus",13.4,19.2,25.2
"572","ENSG00000000419","DPM1","epididymis",56.2,70.4,48
"573","ENSG00000000419","DPM1","esophagus",48.3,56.8,45.7
"574","ENSG00000000419","DPM1","fallopian tube",51.7,62.4,32.8
"575","ENSG00000000419","DPM1","flocculonodular lobe",14.8,22.9,26.6
"576","ENSG00000000419","DPM1","frontal cortex",18.3,20.7,31
"577","ENSG00000000419","DPM1","frontal eye field",10.4,14.5,25.7
"578","ENSG00000000419","DPM1","frontal operculum",13.1,19.3,25.9
"579","ENSG00000000419","DPM1","frontomarginal cortex",20.1,23,28.4
"580","ENSG00000000419","DPM1","frontopolar cortex",26.8,31.3,32.1
"581","ENSG00000000419","DPM1","fusiform gyrus",13,18.8,25.1
"582","ENSG00000000419","DPM1","fusiform gyrus (white matter)",12.1,17.1,24.9
"583","ENSG00000000419","DPM1","gallbladder",56.6,71.2,36.4
"584","ENSG00000000419","DPM1","gigantocellular reticular nuclei, medullary",11.6,16.1,25.1
"585","ENSG00000000419","DPM1","gigantocellular reticular nuclei, pars",11.6,16.4,24.5
"586","ENSG00000000419","DPM1","globus pallidus, externus",11.3,16,25.2
"587","ENSG00000000419","DPM1","globus pallidus, internus",12.2,17.7,25.7
"588","ENSG00000000419","DPM1","gyrus rectus",21.9,24.8,31.2
"589","ENSG00000000419","DPM1","habenula",13.5,19.4,25.3
"590","ENSG00000000419","DPM1","heart muscle",39.5,43.3,61.2
"591","ENSG00000000419","DPM1","hippocampus",12,16.7,25.4
"592","ENSG00000000419","DPM1","hippocampus, CA1",15.6,22.9,26.2
"593","ENSG00000000419","DPM1","hippocampus, CA2",14.3,20.6,25.5
"594","ENSG00000000419","DPM1","hippocampus, CA3",14.6,20.7,26.5
"595","ENSG00000000419","DPM1","inferior colliculus",16.3,23.4,25
"596","ENSG00000000419","DPM1","inferior frontal gyrus, opercular",14.6,18.2,26.4
"597","ENSG00000000419","DPM1","inferior frontal gyrus, orbital",17.6,20.5,22.2
"598","ENSG00000000419","DPM1","inferior frontal gyrus, triangular",17.7,20.7,20.5
"599","ENSG00000000419","DPM1","inferior olive",9.2,12.2,24.2
"600","ENSG00000000419","DPM1","inferior parietal lobule",11.3,15.9,25.4
"601","ENSG00000000419","DPM1","inferior temporal gyrus",14.9,21.9,25.9
"602","ENSG00000000419","DPM1","intraparietal deep sulcus",11.4,16.1,25.3
"603","ENSG00000000419","DPM1","kidney",49,55.4,47.4
"604","ENSG00000000419","DPM1","Kolliker-Fuse nucleus",15.9,23.1,25
"605","ENSG00000000419","DPM1","lateral amygdala",9.3,12.8,24.1
"606","ENSG00000000419","DPM1","lateral funiculus (white matter)",11.5,16.5,26.4
"607","ENSG00000000419","DPM1","lateral geniculate body",10.9,14.7,25.3
"608","ENSG00000000419","DPM1","lateral hypothalamic area",15,21.1,25.7
"609","ENSG00000000419","DPM1","lateral lemniscal nuclei",13.1,18.7,24.8
"610","ENSG00000000419","DPM1","lateral medullary reticular nucleus",12.7,17.8,25.3
"611","ENSG00000000419","DPM1","lateral parabrachial nucleus",15.8,23.5,25.2
"612","ENSG00000000419","DPM1","lateral thalamic nuclei",9.8,13.3,25.4
"613","ENSG00000000419","DPM1","lateral vestibular nucleus",11.4,15.9,23.1
"614","ENSG00000000419","DPM1","lingual gyrus",14.4,21.1,25.9
"615","ENSG00000000419","DPM1","liver",30.7,34.5,63.6
"616","ENSG00000000419","DPM1","locus coeruleus",14.3,19.9,25.1
"617","ENSG00000000419","DPM1","lung",44.2,54.9,30
"618","ENSG00000000419","DPM1","lymph node",63.5,82.2,56.4
"619","ENSG00000000419","DPM1","mamillary body",16.2,22.4,25.8
"620","ENSG00000000419","DPM1","medial dorsal thalamic nucleus",11.1,14.9,24.6
"621","ENSG00000000419","DPM1","medial geniculate body",10.4,14.4,24.3
"622","ENSG00000000419","DPM1","medial olivary nucleus",14.1,20.4,25.3
"623","ENSG00000000419","DPM1","medial parabrachial nucleus",13.2,18.7,24.3
"624","ENSG00000000419","DPM1","medial periolivary nuclei",13.7,19.3,25.5
"625","ENSG00000000419","DPM1","medial vestibular nucleus",12.3,16.8,25.1
"626","ENSG00000000419","DPM1","median raphe nucleus",12.4,17,25.3
"627","ENSG00000000419","DPM1","middle cingulate cortex",7.5,10.4,24.2
"628","ENSG00000000419","DPM1","middle frontal gyrus",15,18.1,28.4
"629","ENSG00000000419","DPM1","middle temporal gyrus",14,20.9,25.2
"630","ENSG00000000419","DPM1","motor facial nucleus",11.2,15.3,24.7
"631","ENSG00000000419","DPM1","motor hypoglossal nucleus",11.9,17.8,24.5
"632","ENSG00000000419","DPM1","motor trigeminal nucleus",11.6,16.8,24.4
"633","ENSG00000000419","DPM1","nuclei of the trapezoid body",15.3,21.4,25.5
"634","ENSG00000000419","DPM1","nucleus accumbens",13.4,19.3,25.7
"635","ENSG00000000419","DPM1","nucleus ambiguus",15,22.7,23.5
"636","ENSG00000000419","DPM1","nucleus basalis of Meynert",10.2,14.3,24.5
"637","ENSG00000000419","DPM1","nucleus cuneatus",7.8,10.5,23.2
"638","ENSG00000000419","DPM1","nucleus gracilis",8.4,11.4,24.2
"639","ENSG00000000419","DPM1","nucleus of the diagonal band",17.7,25.8,26.1
"640","ENSG00000000419","DPM1","nucleus raphe magnus",12.3,17.1,25.2
"641","ENSG00000000419","DPM1","nucleus raphe obscurus",17,25.3,26
"642","ENSG00000000419","DPM1","nucleus raphe pallidus",16.4,24.5,25.6
"643","ENSG00000000419","DPM1","nucleus reuniens",11.1,15.3,24.6
"644","ENSG00000000419","DPM1","nucleus rhomboideus",8.3,11,24.4
"645","ENSG00000000419","DPM1","nucleus tractus solitarii",15.1,21.6,24.9
"646","ENSG00000000419","DPM1","occipital cortex",10.8,15.2,25.7
"647","ENSG00000000419","DPM1","occipital cortex (white matter)",11,14.8,27.5
"648","ENSG00000000419","DPM1","olfactory area",11.7,16.9,25.6
"649","ENSG00000000419","DPM1","olfactory tubercle",12.8,18.4,26.2
"650","ENSG00000000419","DPM1","orbitofrontal gyrus, anterior",15.9,19.8,23.5
"651","ENSG00000000419","DPM1","orbitofrontal gyrus, lateral",16.9,19.5,21.7
"652","ENSG00000000419","DPM1","orbitofrontal gyrus, medial",18.7,21.1,30.3
"653","ENSG00000000419","DPM1","orbitofrontal gyrus, posterior",15.8,18.4,21.3
"654","ENSG00000000419","DPM1","ovary",46.9,57.9,39
"655","ENSG00000000419","DPM1","pancreas",10.1,12.7,49
